,Escola,Curso,Cor ,Genero,Ano,Idade,Demora dormir,Sonhos ruins,Qualidade do sono,Relação com Amigos,Relação com Professores,Auto-Imag,Fisico,Social,Verbal,Material,Virtual,Mora com pais,Escolari-mãe,Escolari-pai,Nota-exatas,Nota-humanas,Nota-biológicas,Tipo escola,Bullying Total,Sofreu Bullying?,Cor Agrupada,Média-notas,Média-notas-cat,SOFREU-BULLYING
395,ETEC-BQ,Conc-Sub,Branca,Masculino,1,18,> 3 vezes por semana,1,Ruim,Regular,Boa,Boa,2,0,4,3,0,Não,Ensino médio,Fundamental 2,3,4,4,Pública,9,Sofreu Bullying,Branca,3.6666666666666665,3.6666666666666665,True
331,ETEC-OS,Conc-Sub,Parda,Masculino,1,18,1-2 vezes por semana,1,Boa,Boa,Regular,Regular,3,3,3,3,3,Sim,Fundamental 1,Fundamental 1,3,4,4,Pública,15,Sofreu Bullying,Não-Branca,3.6666666666666665,3.6666666666666665,True
127,ETIM,Integrado,Branca,Feminino,3,18,2-3 vezes por semana,0,Boa,Boa,Boa,Boa,0,0,1,2,0,Sim,Graduação,Graduação,5,4,4,Pública,3,Sofreu Bullying,Branca,4.333333333333333,4.333333333333333,True
285,RB,Integrado,Branca,Masculino,3,16,< 1 vez por semana,0,Muito boa,Muito boa,Muito boa,Muito boa,0,2,0,0,0,Sim,Pós-graduação,Pós-graduação,5,5,5,Privada,2,Sofreu Bullying,Branca,5.0,5.0,True
404,ETEC-BQ,Conc-Sub,Branca,Masculino,3,18,2-3 vezes por semana,1,Regular,Boa,Boa,Boa,0,0,0,0,0,Não,Pós-graduação,Ensino médio,4,4,4,Pública,0,Não Sofreu Bullying,Branca,4.0,4.0,False
107,ETIM,Integrado,Branca,Masculino,1,16,1-2 vezes por semana,0,Regular,Regular,Boa,Regular,4,0,6,3,1,Sim,Ensino médio,Graduação,3,3,3,Pública,14,Sofreu Bullying,Branca,3.0,3.0,True
460,ETEC-HM,Conc-Sub,Branca,Feminino,2,18,> 3 vezes por semana,3,Muito ruim,Boa,Muito boa,Ruim,0,0,1,0,0,Não,Ensino médio,Ensino médio,5,4,5,Pública,1,Sofreu Bullying,Branca,4.666666666666667,4.666666666666667,True
320,SJ,Integrado,Branca,Feminino,2,16,2-3 vezes por semana,0,Regular,Boa,Muito boa,Ruim,2,6,6,2,4,Sim,Ensino médio,Graduação,2,4,4,Privada,20,Sofreu Bullying,Branca,3.333333333333333,3.333333333333333,True
133,ETIM,Integrado,Branca,Feminino,2,16,1-2 vezes por semana,2,Ruim,Muito boa,Boa,Muito boa,3,1,3,2,0,Sim,Graduação,Ensino médio,5,4,4,Pública,9,Sofreu Bullying,Branca,4.333333333333333,4.333333333333333,True
356,ETEC-BQ,Conc-Sub,Parda,Feminino,1,18,2-3 vezes por semana,1,Ruim,Muito boa,Boa,Regular,0,1,0,0,0,Sim,Fundamental 1,Fundamental 1,3,4,5,Pública,1,Sofreu Bullying,Não-Branca,4.0,4.0,True
44,ETIM,Integrado,Branca,Masculino,3,18,> 3 vezes por semana,0,Muito ruim,Regular,Regular,Regular,0,0,4,4,1,Sim,Ensino médio,Ensino médio,2,2,4,Pública,9,Sofreu Bullying,Branca,2.6666666666666665,2.6666666666666665,True
450,ETEC-BQ,Conc-Sub,Branca,Masculino,3,19,< 1 vez por semana,0,Ruim,Muito boa,Muito boa,Muito boa,0,0,0,0,0,Não,Fundamental 2,Ensino médio,5,5,5,Pública,0,Não Sofreu Bullying,Branca,5.0,5.0,False
65,ETIM,Integrado,Branca,Masculino,1,15,> 3 vezes por semana,3,Muito ruim,Muito boa,Boa,Regular,2,0,2,2,0,Não,Pós-graduação,Graduação,4,5,5,Pública,6,Sofreu Bullying,Branca,4.666666666666667,4.666666666666667,True
283,RB,Integrado,Branca,Feminino,3,17,2-3 vezes por semana,2,Ruim,Muito boa,Boa,Regular,0,1,2,0,0,Sim,Graduação,Pós-graduação,4,4,5,Privada,3,Sofreu Bullying,Branca,4.333333333333333,4.333333333333333,True
85,ETIM,Integrado,Branca,Masculino,2,18,> 3 vezes por semana,1,Regular,Muito boa,Boa,Boa,0,0,1,1,0,Não,Ensino médio,Ensino médio,2,4,2,Pública,2,Sofreu Bullying,Branca,2.6666666666666665,2.6666666666666665,True
242,RB,Integrado,Branca,Masculino,1,15,< 1 vez por semana,0,Regular,Boa,Boa,Regular,0,1,4,2,2,Sim,Graduação,Pós-graduação,5,4,4,Privada,9,Sofreu Bullying,Branca,4.333333333333333,4.333333333333333,True
186,ETIM,Integrado,Parda,Masculino,3,18,2-3 vezes por semana,1,Boa,Muito boa,Boa,Muito boa,2,0,0,2,0,Não,Ensino médio,Ensino médio,4,4,3,Pública,4,Sofreu Bullying,Não-Branca,3.6666666666666665,3.6666666666666665,True
159,ETIM,Integrado,Negra,Feminino,1,15,< 1 vez por semana,1,Regular,Boa,Boa,Regular,2,0,0,1,0,Sim,Ensino médio,Ensino médio,3,3,3,Pública,3,Sofreu Bullying,Não-Branca,3.0,3.0,True
12,ETIM,Integrado,Branca,Feminino,2,16,> 3 vezes por semana,1,Muito ruim,Boa,Regular,Boa,0,2,1,0,4,Sim,Ensino médio,Fundamental 2,1,3,3,Pública,7,Sofreu Bullying,Branca,2.333333333333333,2.333333333333333,True
35,ETIM,Integrado,Parda,Feminino,1,15,2-3 vezes por semana,2,Regular,Muito boa,Boa,Regular,0,2,1,0,0,Sim,Pós-graduação,Graduação,4,4,4,Pública,3,Sofreu Bullying,Não-Branca,4.0,4.0,True
28,ETIM,Integrado,Negra,Feminino,3,18,> 3 vezes por semana,3,Regular,Muito boa,Boa,Muito ruim,0,0,2,0,0,Não,Ensino médio,Ensino médio,3,4,5,Pública,2,Sofreu Bullying,Não-Branca,4.0,4.0,True
170,ETIM,Integrado,Parda,Masculino,2,16,< 1 vez por semana,1,Regular,Boa,Boa,Boa,2,0,0,0,0,Sim,Ensino médio,Graduação,4,5,4,Pública,2,Sofreu Bullying,Não-Branca,4.333333333333333,4.333333333333333,True
142,ETIM,Integrado,Branca,Feminino,2,16,< 1 vez por semana,1,Muito boa,Muito boa,Regular,Boa,4,4,2,3,4,Não,Graduação,Graduação,3,4,3,Pública,17,Sofreu Bullying,Branca,3.333333333333333,3.333333333333333,True
391,ETEC-BQ,Conc-Sub,Branca,Feminino,2,18,1-2 vezes por semana,2,Ruim,Muito boa,Muito boa,Regular,0,0,0,0,0,Não,Ensino médio,Ensino médio,4,3,4,Pública,0,Não Sofreu Bullying,Branca,3.6666666666666665,3.6666666666666665,False
336,ETEC-OS,Conc-Sub,Branca,Feminino,1,18,< 1 vez por semana,1,Boa,Muito boa,Boa,Muito boa,5,5,5,5,5,Sim,Ensino médio,Ensino médio,3,4,4,Pública,25,Sofreu Bullying,Branca,3.6666666666666665,3.6666666666666665,True
221,IFSP,Integrado,Negra,Feminino,2,16,> 3 vezes por semana,1,Boa,Muito boa,Muito boa,Muito ruim,0,0,0,1,0,Sim,Ensino médio,Ensino médio,4,4,4,Pública,1,Sofreu Bullying,Não-Branca,4.0,4.0,True
95,ETIM,Integrado,Branca,Masculino,3,18,> 3 vezes por semana,2,Ruim,Muito boa,Boa,Ruim,0,1,1,1,1,Não,Graduação,Graduação,3,4,4,Pública,4,Sofreu Bullying,Branca,3.6666666666666665,3.6666666666666665,True
51,ETIM,Integrado,Branca,Masculino,3,18,< 1 vez por semana,0,Muito ruim,Boa,Boa,Regular,0,1,1,0,0,Sim,Pós-graduação,Pós-graduação,5,3,4,Pública,2,Sofreu Bullying,Branca,4.0,4.0,True
240,RB,Integrado,Branca,Masculino,1,15,2-3 vezes por semana,1,Regular,Muito boa,Muito boa,Ruim,2,2,6,3,0,Sim,Pós-graduação,Pós-graduação,4,4,4,Privada,13,Sofreu Bullying,Branca,4.0,4.0,True
365,ETEC-BQ,Conc-Sub,Parda,Masculino,1,17,2-3 vezes por semana,0,Regular,Boa,Regular,Muito boa,2,0,2,1,0,Não,Fundamental 1,Fundamental 1,1,3,3,Pública,5,Sofreu Bullying,Não-Branca,2.333333333333333,2.333333333333333,True
371,ETEC-BQ,Conc-Sub,Parda,Masculino,3,18,1-2 vezes por semana,3,Ruim,Regular,Muito boa,Boa,0,0,0,0,0,Sim,Fundamental 2,Fundamental 2,4,4,4,Pública,0,Não Sofreu Bullying,Não-Branca,4.0,4.0,False
178,ETIM,Integrado,Branca,Masculino,2,17,1-2 vezes por semana,0,Regular,Regular,Muito boa,Boa,1,0,6,0,1,Não,Graduação,Ensino médio,3,4,2,Pública,8,Sofreu Bullying,Branca,3.0,3.0,True
41,ETIM,Integrado,Parda,Feminino,3,17,2-3 vezes por semana,3,Regular,Muito boa,Boa,Regular,1,0,0,0,0,Sim,Ensino médio,Ensino médio,4,4,3,Pública,1,Sofreu Bullying,Não-Branca,3.6666666666666665,3.6666666666666665,True
380,ETEC-BQ,Conc-Sub,Branca,Feminino,2,17,1-2 vezes por semana,0,Ruim,Regular,Muito boa,Regular,0,0,0,2,0,Não,Ensino médio,Ensino médio,5,4,4,Pública,2,Sofreu Bullying,Branca,4.333333333333333,4.333333333333333,True
206,IFSP,Integrado,Branca,Masculino,2,15,2-3 vezes por semana,1,Regular,Boa,Regular,Boa,4,2,6,2,3,Sim,Ensino médio,Ensino médio,4,5,4,Pública,17,Sofreu Bullying,Branca,4.333333333333333,4.333333333333333,True
282,RB,Integrado,Branca,Feminino,3,17,2-3 vezes por semana,2,Regular,Muito boa,Boa,Boa,0,0,0,0,0,Não,Pós-graduação,Graduação,3,4,4,Privada,0,Não Sofreu Bullying,Branca,3.6666666666666665,3.6666666666666665,False
254,RB,Integrado,Branca,Feminino,2,16,> 3 vezes por semana,2,Regular,Regular,Muito boa,Boa,0,0,4,0,0,Sim,Pós-graduação,Pós-graduação,3,5,4,Privada,4,Sofreu Bullying,Branca,4.0,4.0,True
405,ETEC-BQ,Conc-Sub,Branca,Masculino,2,16,< 1 vez por semana,0,Regular,Muito boa,Muito boa,Muito boa,0,5,2,0,2,Sim,Ensino médio,Graduação,4,3,3,Pública,9,Sofreu Bullying,Branca,3.333333333333333,3.333333333333333,True
4,ETIM,Integrado,Branca,Feminino,1,15,1-2 vezes por semana,0,Boa,Boa,Boa,Boa,1,1,2,0,1,Sim,Graduação,Graduação,4,4,3,Pública,5,Sofreu Bullying,Branca,3.6666666666666665,3.6666666666666665,True
256,RB,Integrado,Parda,Feminino,2,16,2-3 vezes por semana,2,Boa,Boa,Muito boa,Boa,0,0,1,0,0,Sim,Pós-graduação,Pós-graduação,2,5,4,Privada,1,Sofreu Bullying,Não-Branca,3.6666666666666665,3.6666666666666665,True
439,ETEC-BQ,Conc-Sub,Parda,Masculino,2,19,> 3 vezes por semana,0,Regular,Boa,Regular,Boa,0,0,0,0,0,Sim,Ensino médio,Fundamental 1,4,4,4,Pública,0,Não Sofreu Bullying,Não-Branca,4.0,4.0,False
100,ETIM,Integrado,Parda,Masculino,1,16,> 3 vezes por semana,1,Boa,Boa,Boa,Ruim,0,0,0,1,0,Sim,Graduação,Graduação,4,4,3,Pública,1,Sofreu Bullying,Não-Branca,3.6666666666666665,3.6666666666666665,True
226,IFSP,Integrado,Parda,Feminino,2,16,2-3 vezes por semana,1,Regular,Muito boa,Muito boa,Muito ruim,0,0,0,0,0,Não,Ensino médio,Ensino médio,4,5,3,Pública,0,Não Sofreu Bullying,Não-Branca,4.0,4.0,False
419,ETEC-BQ,Conc-Sub,Branca,Feminino,2,17,> 3 vezes por semana,1,Ruim,Boa,Boa,Boa,0,0,1,1,0,Não,Ensino médio,Fundamental 1,2,3,3,Pública,2,Sofreu Bullying,Branca,2.6666666666666665,2.6666666666666665,True
213,IFSP,Integrado,Branca,Masculino,2,16,< 1 vez por semana,0,Regular,Boa,Boa,Boa,0,0,0,0,0,Sim,Ensino médio,Ensino médio,4,3,3,Pública,0,Não Sofreu Bullying,Branca,3.333333333333333,3.333333333333333,False
171,ETIM,Integrado,Parda,Masculino,2,16,> 3 vezes por semana,1,Regular,Boa,Regular,Boa,2,0,3,0,0,Sim,Ensino médio,Ensino médio,3,3,3,Pública,5,Sofreu Bullying,Não-Branca,3.0,3.0,True
98,ETIM,Integrado,Branca,Masculino,1,15,1-2 vezes por semana,0,Regular,Muito boa,Muito boa,Boa,0,1,2,0,0,Não,Ensino médio,Ensino médio,3,4,4,Pública,3,Sofreu Bullying,Branca,3.6666666666666665,3.6666666666666665,True
292,RB,Integrado,Branca,Masculino,3,17,2-3 vezes por semana,1,Ruim,Muito boa,Muito boa,Muito ruim,0,0,0,1,0,Sim,Pós-graduação,Pós-graduação,2,5,4,Privada,1,Sofreu Bullying,Branca,3.6666666666666665,3.6666666666666665,True
215,IFSP,Integrado,Branca,Masculino,2,17,1-2 vezes por semana,0,Regular,Boa,Muito boa,Muito boa,0,2,0,0,0,Sim,Ensino médio,Ensino médio,5,5,4,Pública,2,Sofreu Bullying,Branca,4.666666666666667,4.666666666666667,True
61,ETIM,Integrado,Branca,Masculino,2,17,< 1 vez por semana,0,Boa,Boa,Boa,Boa,0,0,5,5,0,Não,Graduação,Graduação,4,3,4,Pública,10,Sofreu Bullying,Branca,3.6666666666666665,3.6666666666666665,True
47,ETIM,Integrado,Parda,Masculino,3,18,< 1 vez por semana,0,Boa,Muito boa,Boa,Boa,0,0,0,0,0,Não,Ensino médio,Fundamental 1,3,4,3,Pública,0,Não Sofreu Bullying,Não-Branca,3.333333333333333,3.333333333333333,False
32,ETIM,Integrado,Branca,Feminino,3,18,1-2 vezes por semana,0,Boa,Boa,Boa,Muito boa,0,2,1,0,1,Sim,Graduação,Ensino médio,3,4,4,Pública,4,Sofreu Bullying,Branca,3.6666666666666665,3.6666666666666665,True
267,RB,Integrado,Branca,Masculino,2,16,2-3 vezes por semana,0,Boa,Muito boa,Muito boa,Boa,0,2,0,0,0,Sim,Ensino médio,Ensino médio,5,4,5,Privada,2,Sofreu Bullying,Branca,4.666666666666667,4.666666666666667,True
327,SJ,Integrado,Branca,Feminino,3,17,1-2 vezes por semana,0,Ruim,Muito boa,Muito boa,Muito boa,0,2,0,0,0,Não,Pós-graduação,Ensino médio,5,5,5,Privada,2,Sofreu Bullying,Branca,5.0,5.0,True
200,IFSP,Integrado,Negra,Feminino,2,17,> 3 vezes por semana,2,Ruim,Boa,Muito boa,Boa,0,5,3,0,2,Não,Pós-graduação,Pós-graduação,3,4,4,Pública,10,Sofreu Bullying,Não-Branca,3.6666666666666665,3.6666666666666665,True
437,ETEC-BQ,Conc-Sub,Parda,Feminino,1,19,> 3 vezes por semana,1,Boa,Boa,Boa,Regular,0,0,0,0,0,Não,Fundamental 2,Fundamental 1,5,4,4,Pública,0,Não Sofreu Bullying,Não-Branca,4.333333333333333,4.333333333333333,False
27,ETIM,Integrado,Branca,Feminino,3,17,2-3 vezes por semana,1,Ruim,Muito ruim,Ruim,Ruim,0,6,6,0,0,Não,Pós-graduação,Ensino médio,2,3,3,Pública,12,Sofreu Bullying,Branca,2.6666666666666665,2.6666666666666665,True
382,ETEC-BQ,Conc-Sub,Parda,Feminino,2,16,> 3 vezes por semana,0,Regular,Boa,Boa,Boa,0,0,0,0,0,Sim,Ensino médio,Ensino médio,5,4,4,Pública,0,Não Sofreu Bullying,Não-Branca,4.333333333333333,4.333333333333333,False
230,IFSP,Integrado,Branca,Feminino,1,16,2-3 vezes por semana,1,Regular,Boa,Muito boa,Muito boa,0,0,0,0,0,Sim,Graduação,Fundamental 2,3,3,3,Pública,0,Não Sofreu Bullying,Branca,3.0,3.0,False
260,RB,Integrado,Branca,Feminino,2,16,> 3 vezes por semana,1,Regular,Muito boa,Boa,Boa,0,1,0,0,0,Sim,Ensino médio,Graduação,4,5,4,Privada,1,Sofreu Bullying,Branca,4.333333333333333,4.333333333333333,True
288,RB,Integrado,Branca,Feminino,3,17,< 1 vez por semana,1,Boa,Muito boa,Muito boa,Boa,0,1,0,0,0,Não,Graduação,Graduação,4,4,4,Privada,1,Sofreu Bullying,Branca,4.0,4.0,True
162,ETIM,Integrado,Branca,Masculino,1,16,> 3 vezes por semana,0,Ruim,Boa,Boa,Muito boa,0,2,2,1,1,Não,Ensino médio,Graduação,2,5,4,Pública,6,Sofreu Bullying,Branca,3.6666666666666665,3.6666666666666665,True
417,ETEC-BQ,Conc-Sub,Parda,Masculino,1,17,> 3 vezes por semana,1,Boa,Boa,Regular,Regular,0,0,0,0,0,Sim,Fundamental 2,Ensino médio,3,4,4,Pública,0,Não Sofreu Bullying,Não-Branca,3.6666666666666665,3.6666666666666665,False
138,ETIM,Integrado,Branca,Feminino,2,17,> 3 vezes por semana,1,Regular,Boa,Boa,Regular,0,0,0,0,0,Sim,Ensino médio,Graduação,3,4,3,Pública,0,Não Sofreu Bullying,Branca,3.333333333333333,3.333333333333333,False
62,ETIM,Integrado,Branca,Masculino,2,17,1-2 vezes por semana,1,Muito boa,Regular,Muito boa,Ruim,4,0,2,1,1,Sim,Graduação,Graduação,5,3,4,Pública,8,Sofreu Bullying,Branca,4.0,4.0,True
135,ETIM,Integrado,Branca,Feminino,2,16,> 3 vezes por semana,1,Boa,Muito boa,Regular,Boa,1,4,4,0,3,Sim,Fundamental 1,Ensino médio,3,4,3,Pública,12,Sofreu Bullying,Branca,3.333333333333333,3.333333333333333,True
128,ETIM,Integrado,Parda,Feminino,3,18,> 3 vezes por semana,1,Muito ruim,Muito boa,Boa,Muito ruim,0,1,3,2,0,Não,Graduação,Ensino médio,3,5,3,Pública,6,Sofreu Bullying,Não-Branca,3.6666666666666665,3.6666666666666665,True
465,ETEC-HM,Conc-Sub,Negra,Feminino,1,19,> 3 vezes por semana,2,Regular,Muito boa,Muito boa,Regular,0,0,0,0,0,Sim,Ensino médio,Ensino médio,5,5,4,Pública,0,Não Sofreu Bullying,Não-Branca,4.666666666666667,4.666666666666667,False
8,ETIM,Integrado,Parda,Feminino,1,16,1-2 vezes por semana,0,Muito ruim,Muito boa,Boa,Regular,1,2,0,0,4,Sim,Ensino médio,Ensino médio,4,3,3,Pública,7,Sofreu Bullying,Não-Branca,3.333333333333333,3.333333333333333,True
326,SJ,Integrado,Branca,Feminino,3,17,< 1 vez por semana,0,Regular,Boa,Boa,Boa,0,2,6,0,5,Não,Ensino médio,Graduação,3,5,3,Privada,13,Sofreu Bullying,Branca,3.6666666666666665,3.6666666666666665,True
453,ETEC-BQ,Conc-Sub,Branca,Masculino,3,19,2-3 vezes por semana,1,Regular,Boa,Boa,Ruim,0,0,3,0,0,Sim,Ensino médio,Fundamental 1,3,3,3,Pública,3,Sofreu Bullying,Branca,3.0,3.0,True
64,ETIM,Integrado,Branca,Masculino,1,15,> 3 vezes por semana,2,Ruim,Muito boa,Muito boa,Regular,0,5,2,2,0,Não,Ensino médio,Ensino médio,4,5,4,Pública,9,Sofreu Bullying,Branca,4.333333333333333,4.333333333333333,True
300,SJ,Integrado,Branca,Feminino,1,15,1-2 vezes por semana,0,Regular,Muito boa,Regular,Regular,1,2,4,4,1,Sim,Pós-graduação,Graduação,5,5,3,Privada,12,Sofreu Bullying,Branca,4.333333333333333,4.333333333333333,True
14,ETIM,Integrado,Parda,Feminino,2,16,< 1 vez por semana,2,Muito ruim,Ruim,Regular,Muito ruim,0,3,0,0,0,Não,Pós-graduação,Pós-graduação,5,4,3,Pública,3,Sofreu Bullying,Não-Branca,4.0,4.0,True
156,ETIM,Integrado,Negra,Masculino,3,18,1-2 vezes por semana,0,Boa,Muito boa,Boa,Boa,2,3,3,0,1,Sim,Ensino médio,Ensino médio,3,4,4,Pública,9,Sofreu Bullying,Não-Branca,3.6666666666666665,3.6666666666666665,True
40,ETIM,Integrado,Branca,Masculino,3,18,1-2 vezes por semana,1,Boa,Muito boa,Boa,Boa,0,1,5,1,0,Não,Ensino médio,Ensino médio,4,5,4,Pública,7,Sofreu Bullying,Branca,4.333333333333333,4.333333333333333,True
379,ETEC-BQ,Conc-Sub,Negra,Masculino,2,17,> 3 vezes por semana,0,Regular,Regular,Muito boa,Regular,4,5,6,3,3,Não,Graduação,Ensino médio,4,4,4,Pública,21,Sofreu Bullying,Não-Branca,4.0,4.0,True
449,ETEC-BQ,Conc-Sub,Branca,Masculino,4,19,2-3 vezes por semana,2,Regular,Boa,Boa,Boa,0,0,0,0,0,Sim,Fundamental 2,Fundamental 2,4,5,5,Pública,0,Não Sofreu Bullying,Branca,4.666666666666667,4.666666666666667,False
396,ETEC-BQ,Conc-Sub,Parda,Masculino,1,18,> 3 vezes por semana,0,Boa,Muito boa,Boa,Boa,1,0,2,3,0,Sim,Ensino médio,Ensino médio,5,4,5,Pública,6,Sofreu Bullying,Não-Branca,4.666666666666667,4.666666666666667,True
216,IFSP,Integrado,Negra,Masculino,2,17,2-3 vezes por semana,0,Regular,Regular,Regular,Regular,0,0,0,1,0,Sim,Fundamental 2,Ensino médio,3,4,3,Pública,1,Sofreu Bullying,Não-Branca,3.333333333333333,3.333333333333333,True
279,RB,Integrado,Branca,Feminino,3,18,2-3 vezes por semana,0,Boa,Muito boa,Boa,Regular,0,1,0,0,0,Sim,Graduação,Graduação,3,3,3,Privada,1,Sofreu Bullying,Branca,3.0,3.0,True
425,ETEC-BQ,Conc-Sub,Branca,Masculino,2,17,< 1 vez por semana,0,Boa,Muito boa,Muito boa,Boa,0,0,0,0,0,Não,Ensino médio,Graduação,3,3,3,Pública,0,Não Sofreu Bullying,Branca,3.0,3.0,False
421,ETEC-BQ,Conc-Sub,Negra,Masculino,2,17,2-3 vezes por semana,0,Ruim,Boa,Boa,Regular,0,0,0,0,0,Não,Ensino médio,Graduação,4,3,3,Pública,0,Não Sofreu Bullying,Não-Branca,3.333333333333333,3.333333333333333,False
337,ETEC-OS,Conc-Sub,Negra,Masculino,2,18,< 1 vez por semana,0,Muito ruim,Muito boa,Muito boa,Regular,3,3,3,3,3,Não,Ensino médio,Fundamental 2,1,3,3,Pública,15,Sofreu Bullying,Não-Branca,2.333333333333333,2.333333333333333,True
236,RB,Integrado,Branca,Masculino,1,15,2-3 vezes por semana,1,Boa,Muito boa,Boa,Muito boa,1,0,1,0,0,Sim,Graduação,Graduação,3,4,4,Privada,2,Sofreu Bullying,Branca,3.6666666666666665,3.6666666666666665,True
207,IFSP,Integrado,Negra,Feminino,2,16,2-3 vezes por semana,1,Ruim,Regular,Boa,Regular,2,2,3,0,0,Sim,Ensino médio,Ensino médio,4,4,4,Pública,7,Sofreu Bullying,Não-Branca,4.0,4.0,True
212,IFSP,Integrado,Negra,Masculino,2,16,> 3 vezes por semana,2,Regular,Boa,Boa,Ruim,0,3,3,0,0,Sim,Graduação,Graduação,3,4,4,Pública,6,Sofreu Bullying,Não-Branca,3.6666666666666665,3.6666666666666665,True
295,SJ,Integrado,Branca,Masculino,1,15,2-3 vezes por semana,1,Muito ruim,Boa,Muito boa,Regular,1,1,3,1,1,Sim,Graduação,Graduação,1,4,4,Privada,7,Sofreu Bullying,Branca,3.0,3.0,True
447,ETEC-BQ,Conc-Sub,Parda,Masculino,4,19,1-2 vezes por semana,0,Boa,Muito boa,Muito boa,Boa,0,0,0,0,0,Sim,Pós-graduação,Graduação,4,4,3,Pública,0,Não Sofreu Bullying,Não-Branca,3.6666666666666665,3.6666666666666665,False
251,RB,Integrado,Branca,Feminino,1,15,> 3 vezes por semana,0,Regular,Muito boa,Muito boa,Boa,0,0,1,0,0,Sim,Graduação,Graduação,5,3,5,Privada,1,Sofreu Bullying,Branca,4.333333333333333,4.333333333333333,True
477,ETEC-HM,Conc-Sub,Parda,Feminino,3,19,> 3 vezes por semana,0,Regular,Boa,Muito boa,Muito boa,0,0,0,0,0,Não,Ensino médio,Ensino médio,3,3,3,Pública,0,Não Sofreu Bullying,Não-Branca,3.0,3.0,False
448,ETEC-BQ,Conc-Sub,Parda,Masculino,4,19,< 1 vez por semana,0,Ruim,Boa,Boa,Boa,2,0,2,0,0,Não,Fundamental 2,Ensino médio,3,3,3,Pública,4,Sofreu Bullying,Não-Branca,3.0,3.0,True
303,SJ,Integrado,Branca,Feminino,1,15,> 3 vezes por semana,0,Ruim,Boa,Regular,Muito ruim,0,3,6,2,4,Sim,Pós-graduação,Pós-graduação,5,5,5,Privada,15,Sofreu Bullying,Branca,5.0,5.0,True
350,ETEC-BQ,Conc-Sub,Branca,Masculino,2,16,2-3 vezes por semana,0,Ruim,Muito boa,Boa,Boa,0,0,1,0,0,Sim,Ensino médio,Ensino médio,3,4,4,Pública,1,Sofreu Bullying,Branca,3.6666666666666665,3.6666666666666665,True
269,RB,Integrado,Branca,Feminino,2,15,2-3 vezes por semana,2,Muito boa,Muito boa,Muito boa,Boa,0,1,0,0,0,Sim,Graduação,Graduação,4,4,4,Privada,1,Sofreu Bullying,Branca,4.0,4.0,True
201,IFSP,Integrado,Branca,Feminino,2,17,2-3 vezes por semana,0,Regular,Boa,Boa,Regular,2,1,5,2,3,Sim,Pós-graduação,Ensino médio,4,5,4,Pública,13,Sofreu Bullying,Branca,4.333333333333333,4.333333333333333,True
161,ETIM,Integrado,Parda,Masculino,1,15,< 1 vez por semana,0,Regular,Muito boa,Boa,Muito boa,4,2,5,6,4,Não,Ensino médio,Graduação,3,3,3,Pública,21,Sofreu Bullying,Não-Branca,3.0,3.0,True
43,ETIM,Integrado,Parda,Masculino,3,17,> 3 vezes por semana,3,Ruim,Muito boa,Regular,Regular,0,2,3,2,0,Sim,Ensino médio,Fundamental 1,4,3,5,Pública,7,Sofreu Bullying,Não-Branca,4.0,4.0,True
217,IFSP,Integrado,Branca,Feminino,2,16,> 3 vezes por semana,2,Regular,Muito boa,Muito boa,Ruim,0,1,1,0,0,Sim,Graduação,Graduação,3,4,3,Pública,2,Sofreu Bullying,Branca,3.333333333333333,3.333333333333333,True
401,ETEC-BQ,Conc-Sub,Parda,Feminino,1,18,> 3 vezes por semana,2,Muito ruim,Muito boa,Boa,Ruim,0,0,0,0,0,Não,Ensino médio,Ensino médio,4,3,3,Pública,0,Não Sofreu Bullying,Não-Branca,3.333333333333333,3.333333333333333,False
190,IFSP,Integrado,Parda,Masculino,2,16,1-2 vezes por semana,0,Regular,Boa,Boa,Muito boa,0,0,0,0,0,Não,Fundamental 2,Graduação,3,4,4,Pública,0,Não Sofreu Bullying,Não-Branca,3.6666666666666665,3.6666666666666665,False
309,SJ,Integrado,Branca,Feminino,2,16,1-2 vezes por semana,0,Muito ruim,Muito boa,Boa,Boa,0,0,0,0,0,Sim,Pós-graduação,Pós-graduação,3,4,5,Privada,0,Não Sofreu Bullying,Branca,4.0,4.0,False
259,RB,Integrado,Branca,Feminino,2,15,2-3 vezes por semana,1,Regular,Boa,Regular,Ruim,1,4,3,2,2,Não,Pós-graduação,Graduação,3,3,3,Privada,12,Sofreu Bullying,Branca,3.0,3.0,True
105,ETIM,Integrado,Parda,Masculino,1,15,> 3 vezes por semana,1,Boa,Muito boa,Boa,Boa,0,0,0,0,0,Sim,Ensino médio,Ensino médio,5,3,3,Pública,0,Não Sofreu Bullying,Não-Branca,3.6666666666666665,3.6666666666666665,False
53,ETIM,Integrado,Parda,Masculino,2,15,> 3 vezes por semana,0,Ruim,Boa,Boa,Regular,0,0,2,0,0,Sim,Fundamental 1,Fundamental 1,3,2,4,Pública,2,Sofreu Bullying,Não-Branca,3.0,3.0,True
389,ETEC-BQ,Conc-Sub,Branca,Masculino,2,18,> 3 vezes por semana,0,Ruim,Regular,Boa,Muito ruim,0,0,4,0,0,Sim,Ensino médio,Ensino médio,4,3,4,Pública,4,Sofreu Bullying,Branca,3.6666666666666665,3.6666666666666665,True
